Row Created Date Time, Sponsor Name, Sponsor Code, Agency Name, Agency Code,Facility Name, Facility Code, Program Name, Program Code, Populations Served, Agency Phone, Program Phone,  Program Address 1, Program Address 2, Program City, Program State, Program Zip, Operating Certificate Required?, Program Tier, Operating Certificate Duration, Program County, Program Region, Program Type Description, Program Category Description, Program Subcategory Description,Georeference
05/04/2022 09:38:35 AM,Richmond Medical Center dba Richmond University Medical Center,845099,Richmond Medical Center dba Richmond UMC,45720,Richmond Medical Center dba Richmond UMC,7749,RUMC Children's Day Treatment North,012,Children Adolescents,(718)818-1234,(718)442-2225,669 Castleton Avenue,,Staten Island,NY,10301-2028,Y,,36,Richmond,New York City,Day Treatment,Outpatient,Day Treatment,POINT (-74.103751 40.634696)
05/04/2022 09:38:35 AM,Restoration Society Inc.,552099,Restoration Society Inc.,10150,Restoration Society Inc.,7224,Harbor House,471,Adults,(716)832-2141,(716)832-2141,130 Genesee Street,,Buffalo,NY,14203,N,,,Erie,Western New York,Drop In Centers,Support,Self-Help,POINT (-78.869251 42.889987)
05/04/2022 09:38:35 AM,New York City Health and Hospitals Corporation Kings County Hospital Center,233099,NYC-HHC Kings County Hospital Center,87030,NYC-HHC Kings County Hospital Center,6387,FIRST EPISODE PSYCHOSISI ONTRACK NY PROGRAM,005,Adolescents Adults,(212)735-2248,(718)245-8802,410 Winthrop Street,,Brooklyn,NY,11203,N,,,Kings,New York City,Advocacy/Support Services,Support,Self-Help,POINT (-73.946388 40.657346)
05/04/2022 09:38:35 AM,Bronx Psychiatric Center,921099,Bronx Psychiatric Center,90190,Bronx Psychiatric Center,0021,ACT Team,311,Adults,(718)931-0600,(718)944-7115,3050 White Plains Road,2nd Floor,Bronx,NY,10467-8124,Y,,36,Bronx,New York City,Assertive Community Treatment (ACT),Outpatient,Assertive Community Treatment,POINT (-73.867234 40.8705)
05/04/2022 09:38:35 AM,GEEL Community Services Inc.,172099,GEEL Community Services Inc.,18820,GEEL Community Services Inc.,7385,GEEL Community Union Avenue - HDFC,003,Adults,(718)367-1900,Not Available,,,,NY,,N,,,Bronx,New York City,Supportive Single Room Occupancy (SP-SRO),Residential,Unlicensed Housing,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,Mental Health Association of Monroe County Inc.,604099,Mental Health Association of Monroe County In,17090,Mental Health Association of Monroe County In,8484,HARP,012,Adults,(585)325-3145,(585)325-3145x129,320 Goodman Street North,Suite 202,Rochester,NY,14607,N,,,Monroe,Western New York,CORE Family Support and Training (FST),Support,Adult BH HCBS Services/CORE Services,POINT (-77.584798 43.159775)
05/04/2022 09:38:35 AM,Bowery Residents' Committee Inc.,056099,Bowery Residents' Committee Inc.,50490,Bowery Residents' Committee Inc.,6005,BRC Los Vecinos Residence,436,Adults,(212)803-5700,Not Available,,,,NY,,Y,,36,New York,New York City,Congregate/Treatment,Residential,Treatment Program,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,Mental Health America of Dutchess County Inc.,773099,Mental Health America of Dutchess County Inc,14020,Mental Health America of Dutchess County Inc,7212,HCBS - Psychosocial Rehabilitation,037,Adults,(845)473-2500,(845)473-2500x3015,253 Mansion Street,,Poughkeeosie,NY,12601-2623,N,,,Dutchess,Hudson River,CORE Psychosocial Rehabilitation (PSR),Support,Adult BH HCBS Services/CORE Services,POINT (-73.917049 41.705627)
05/04/2022 09:38:35 AM,New Horizon Counseling Center Inc. The,308099,New Horizon Counseling Center Inc. The,15440,New Horizon Counseling Center Inc. The,7442,New Horizon Counseling Center Clinic,100,Children Adolescents Adults,(718)845-2620,(718)845-2620,108-19 Rockaway Blvd,,South Ozone Park,NY,11420-1034,Y,,36,Queens,New York City,Clinic Treatment,Outpatient,Clinic Treatment,POINT (-73.830979 40.678139)
05/04/2022 09:38:35 AM,Mohawk Opportunities Inc.,291099,Mohawk Opportunities Inc.,14810,Mohawk Opportunities Inc.,7638,Mohawk Opportunities - Jones Home,430,Adults,(518)374-8424,Not Available,,,,NY,,Y,,36,Schenectady,Hudson River,Congregate/Treatment,Residential,Treatment Program,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,Mount Sinai Hospitals Group Inc.,287099,Mount Sinai Medical Center,81510,Mount Sinai Medical Center,6399,Mt. Sinai Hospital - Psychiatric OP Clinic,110,Children Adolescents Adults,(212)241-8888,(212)241-7181,1249 5th Avenue,Cohen Annex Building 9th Floor,New York,NY,10029-4413,Y,,36,New York,New York City,Clinic Treatment,Outpatient,Clinic Treatment,POINT (-73.951367 40.793921)
05/04/2022 09:38:35 AM,South Shore Association for Independent Living Inc.,438099,So.Shore Association f/Independent Living In,16330,So.Shore Association f/Independent LivingInc,7552,SSAIL Supp Housing/Transformation SH Creedmoor - Comm Svcs,640,Adults,(516)855-1800,Not Available,,,,NY,,N,,,Queens,New York City,Supportive Housing,Residential,Unlicensed Housing,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,Mental Health Association of Columbia-Greene Counties Inc.,108099,Mental Health Assoc/Columbia-Greene Cos. Inc,14010,Mental Health Assoc/Columbia-Greene Cos. Inc,7418,Hospital Diversion Services,035,Adults,(518)828-4619,(518)828-4619,713 Union St.,,Hudson,NY,12534,N,,,Greene,Hudson River,Respite Services,Support,General Support,POINT (-73.784197 42.246575)
05/04/2022 09:38:35 AM,Federation of Organizations for the New York State Mentally Disabled Inc.,514099,Federation of Org. f/t NYS Ment.Disabled Inc,16290,Federation of Org. f/t NYS Ment.Disabled Inc,8032,Fed of Org - HH CM NYC,075,Adults,(631)669-5355,(718)850-7099x4209,105-01 101st Avenue,,Ozone Park,NY,11416,N,,,Queens,New York City,Health Home Care Management,Support,Care Coordination,POINT (-73.837888 40.686572)
05/04/2022 09:38:35 AM,Center for Urban Community Services Inc.,645099,Center for Urban Community Services Inc.,24740,Center for Urban Community Services Inc.,7964,CUCS Prince George Hotel SP/SRO,631,Adults,(212)801-3300,Not Available,,,,NY,,N,,,New York,New York City,Supportive Single Room Occupancy (SP-SRO),Residential,Unlicensed Housing,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,The Mental Health Association of New York City Inc. dba Vibrant Emotional Health,771099,MHANYC dba Vibrant Emotional Health,19080,MHANYC dba Vibrant Emotional Health,7957,Adolescent Skills Center Queens,026,Adolescents,(212)254-0333,(646)738-5131,29-46 Northern Blvd,2nd Floor,Long Island City,NY,11101,N,,,Queens,New York City,Vocational Services - Children & Family (C & F),Support,Vocational,POINT (-73.935905 40.749903)
05/04/2022 09:38:35 AM,Toomey Residential and Community Services,459099,Toomey Residential and Community Services,20550,Toomey Residential and Community Services,8234,The Children's Community Residence,430,Children Adolescents,(315)424-1845,Not Available,,,,NY,,Y,,36,Onondaga,Central New York,Children & Youth Community Residence,Residential,Treatment Program,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,Nassau County Department of Mental Health Chemical Dependency and Developmental Disability Services,293099,Nassau County Department of MH/CD/DD Services,40150,Nassau County Department of MH/CD/DD Services,6896,Family Court Outreach (formerly pre-admin screening),007,Children Adolescents Adults,(516)227-7057,(516)571-9188,1200 Old Country Road,,Westbury,NY,11590,N,,,Nassau,Long Island,Outreach,Support,General Support,POINT (-73.552487 40.753447)
05/04/2022 09:38:35 AM,AccessCNY Inc.,000360,AccessCNY Inc.,22180,AccessCNY Inc.,8290,CFTSS: Psychosocial Rehabilitation (PSR),023,Children Adolescents,(315)701-2402,(315)478-4151,1603 Court St,,Syracuse,NY,13208,N,,,Onondaga,Central New York,CFTSS: Psychosocial Rehabilitation (PSR),Support,General Support,POINT (-76.145639 43.078766)
05/04/2022 09:38:35 AM,Charles Evans Center Inc.,001295,Charles Evans Center Inc.,49140,Charles Evans Center Inc.,8347,Charles Evans Supportive Housing/Forensic-Comm Svcs,631,Adults,(516)622-8888,Not Available,,,,NY,,N,,,Nassau,Long Island,Supportive Housing,Residential,Unlicensed Housing,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,The Guidance Center of Westchester Inc.,184099,The Guidance Center of Westchester Inc.,23500,The Guidance Center of Westchester Inc.,6588,Adult HCBS,025,Adults,(914)613-0700,(914)613-0700x7059,256 Washington Street,,Mount Vernon,NY,10553,N,,,Westchester,Hudson River,CORE Empowerment Services - Peer Supports,Support,Adult BH HCBS Services/CORE Services,POINT (-73.825246 40.911051)
05/04/2022 09:38:35 AM,Wayne Behavioral Health Network,493099,Wayne Behavioral Health Network,70540,Wayne Behavioral Health Network,6898,Outreach,007,Children Adolescents Adults,(315)946-5722,(315)946-5722,1519 Nye Road,,Lyons,NY,14489-9133,N,,,Wayne,Western New York,Outreach,Support,General Support,POINT (-77.029774 43.061677)
05/04/2022 09:38:35 AM,Family Residences & Essential Enterprises Inc.,346099,Family Residences&Essential Enterprises Inc.,40320,Family Residences&Essential Enterprises Inc.,6353,FREE Supp Housing/Forensic Prison PC SH Nassau-Comm Svcs,637,Adults,(516)870-1600,Not Available,,,,NY,,N,,,Nassau,Long Island,Supportive Housing,Residential,Unlicensed Housing,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,Project Renewal Inc.,528099,Project Renewal Inc.,50470,Project Renewal Inc.,6179,Project Renewal Supp Hsing/Manhattan-PSTP Forensic-Comm.Svcs,631,Adults,(212)620-0340,Not Available,,,,NY,,N,,,New York,New York City,Supportive Housing,Residential,Unlicensed Housing,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,Northern Regional Center for Independent Living,853099,Northern Regional Center for Independent Livi,13890,Northern Regional Center for Independent Livi,7766,Adult BH HCBS Psychosocial Rehabilitation,028,Adults,(315)785-8703,(315)836-3735,5520 Jackson Street,,Lowville,NY,13367,N,,,Lewis,Central New York,CORE Psychosocial Rehabilitation (PSR),Support,Adult BH HCBS Services/CORE Services,POINT (-75.485792 43.782985)
05/04/2022 09:38:35 AM,Rockland Psychiatric Center,916099,Rockland Psychiatric Center,90150,Rockland Psychiatric Center,0016,Friendship Club,971,Adults,(845)359-1000,(845)326-8017,45 Ashley Avenue,Schmitz Building,Middletown,NY,10940,N,,,Orange,Hudson River,Drop In Centers,Support,Self-Help,POINT (-74.441769 41.454163)
05/04/2022 09:38:35 AM,Fulton Friendship House Inc.,162099,Fulton Friendship House Inc.,12190,Fulton Friendship House Inc.,7336,FFH Supp Housing/Transformation SH Fulton - Comm Svcs,632,Adults,(518)725-1512,Not Available,,,,NY,,N,,,Fulton,Central New York,Supportive Housing,Residential,Unlicensed Housing,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,The Institute for Family Health,840099,The Institute for Family Health,45540,The Institute for Family Health,7745,Ulster County Partnership Innovation for Older Adults,007,Adults,(212)633-0800,(845)255-2930,279 Main Street Suite 102,,New Paltz,NY,12561,N,,,Ulster,Hudson River,Geriatric Demo Gatekeeper,Support,General Support,POINT (-74.068689 41.742315)
05/04/2022 09:38:35 AM,Life Dome Adult Services,001324,Life Dome Adult Services,46350,Life Dome Adult Services,8529,Adult HCBS PSR,001,Adults,(914)530-3315,(347)439-5772,31 South Street,,Mount Vernon,NY,10550,N,,,New York,New York City,CORE Psychosocial Rehabilitation (PSR),Support,Adult BH HCBS Services/CORE Services,POINT (-73.850105 40.907883)
05/04/2022 09:38:35 AM,Institute for Community Living Inc.,209099,Institute for Community Living Inc.,19340,Institute for Community Living Inc.,7720,Rockaway Parkway Center,101,Children Adolescents Adults,(212)385-3030,(718)272-3300,1310 Rockaway Parkway,,Brooklyn,NY,11236-2339,Y,,36,Kings,New York City,Clinic Treatment,Outpatient,Clinic Treatment,POINT (-73.905055 40.647583)
05/04/2022 09:38:35 AM,Columba Services Inc.,876099,Columba Services Inc.,44530,Columba Services Inc.,7800,Columba Services Inc,001,Adults,(212)426-6317,Not Available,,,,NY,,N,,,New York,New York City,Supportive Single Room Occupancy (SP-SRO),Residential,Unlicensed Housing,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,Access: Supports for Living Inc.,324099,Access: Supports for Living Inc.,40310,Access: Supports for Living Inc.,7205,AccessSfL SH/Transformation SH Orange Cty - Comm Svcs,633,Adults,(845)692-4454,Not Available,,,,NY,,N,,,Orange,Hudson River,Supportive Housing,Residential,Unlicensed Housing,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,Rockland Children's Psychiatric Center,926099,Rockland Children's Psychiatric Center,90220,Rockland Children's Psychiatric Center,0026,Yonkers Day Treatment,100,Children Adolescents,(845)359-7400,(914)721-8788,160 Bolmer Avenue,Crosshillacad Elemsch Guidste ABC,Yonkers,NY,10703-1636,Y,,36,Westchester,Hudson River,Day Treatment,Outpatient,Day Treatment,POINT (-73.878109 40.962662)
05/04/2022 09:38:35 AM,The Children's Home of Jefferson County,000128,The Children's Home of Jefferson County,42060,The Children's Home of Jefferson County,9298,CFTSS: Family Peer Support Services,026,Children Adolescents,(315)788-7430,(315)782-7445,1704 State St.,,Watertown,NY,13601,N,,,Jefferson,Central New York,CFTSS: Family Peer Support Services (FPSS),Support,General Support,POINT (-75.879914 43.966916)
05/04/2022 09:38:35 AM,Elmcrest Children's Center,000929,Elmcrest Children's Center,11590,Elmcrest Children's Center,8159,Psychosocial Rehabilitation,004,Children Adolescents,(315)446-6250,(315)446-6250,960 Salt Springs Road,,Syracuse,NY,13224,N,,,Onondaga,Central New York,CFTSS: Psychosocial Rehabilitation (PSR),Support,General Support,POINT (-76.099673 43.046859)
05/04/2022 09:38:35 AM,Transitional Services Inc.,461099,Transitional Services Inc.,10200,Transitional Services Inc.,6295,Community Living Apartment Program,430,Adults,(716)874-8182,Not Available,,,,NY,,Y,,36,Erie,Western New York,Apartment/Treatment,Residential,Treatment Program,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,Rehabilitation Support Services Inc.,397099,Rehabilitation Support Services Inc.,14370,Rehabilitation Support Services Inc.,7144,Creekside Social Club,508,,(518)464-1511,(607)865-3158,132 Delaware Street,,Walton,NY,13856,N,,,Delaware,Central New York,Psychosocial Club,Support,Self-Help,POINT (-75.129752 42.168109)
05/04/2022 09:38:35 AM,Residential Experience in Adult Living Inc.,279099,Residential Experience in Adult Living Inc.,15240,Residential Experience in Adult Living Inc.,7070,REAL - Scattered Supported Housing/Nassau Co.-Comm.Svcs.,630,Adults,(516)223-9570,Not Available,,,,NY,,N,,,Nassau,Long Island,Supportive Housing,Residential,Unlicensed Housing,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,Visiting Nurse Service of New York,019650,Visiting Nurse Service of NY Home Care II,19650,Visiting Nurse Service of New York,7647,Promise Zone School Program Co-Located with Clinic Teatment,020,Children Adolescents,(212)609-1588,(718)742-7063,489-493 E. 153 Street,,Bronx,NY,10455,N,,,New York,New York City,School Mental Health Program,Support,Education,
05/04/2022 09:38:35 AM,Elmira Psychiatric Center,134099,Elmira Psychiatric Center,90250,Elmira Psychiatric Center,0035,Health Home Non-Medicaid Care Management - Seneca,072,Children Adolescents,(607)737-4711,(607)737-4741,12 N. Park Street,,Seneca Falls,NY,13148,N,,,Seneca,Western New York,Health Home Non-Medicaid Care Management,Support,Care Coordination,POINT (-76.796105 42.913906)
05/04/2022 09:38:35 AM,Center for Family Life and Recovery Inc.,000756,Center for Family Life and Recovery Inc.,47800,Center for Family Life and Recovery Inc.,8066,Self Help,004,Children Adolescents Adults,(315)733-1709,(315)733-1709,502 Court Street,Suite 401,Utica,NY,13502,N,,,Oneida,Central New York,Self-Help Programs,Support,Self-Help,POINT (-75.23979 43.101413)
05/04/2022 09:38:35 AM,Mount Sinai Hospitals Group Inc.,287099,St. Luke's-Roosevelt Hospital Center dba MSM,87090,St. Luke's-Roosevelt Hospital Center dba MSM,6520,St. Luke's-Roosevelt CPEP,452,Children Adolescents Adults,(212)523-4000,(212)523-4104,1000 Tenth Avenue,Roosevelt Hospital Site,New York,NY,10019-1147,Y,,36,New York,New York City,CPEP Crisis Intervention,Emergency,Comprehensive Psychiatric Emergency Program,POINT (-73.987846 40.770129)
05/04/2022 09:38:35 AM,ACMH Inc.,027099,ACMH Inc.,18780,ACMH Inc.,7062,Garden House,432,Adults,(212)274-8558,Not Available,,,,NY,,Y,,36,New York,New York City,Apartment/Treatment,Residential,Treatment Program,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,The Guidance Center of Westchester Inc.,184099,The Guidance Center of Westchester Inc.,23500,The Guidance Center of Westchester Inc.,6588,CFTSS,021,Children Adolescents,(914)613-0700,(914)613-0700x7104,256 Washington Street,,Mount Vernon,NY,10553,N,,,Westchester,Hudson River,CFTSS: Community Psychiatric Support and Treatment (CPST),Support,General Support,POINT (-73.825246 40.911051)
05/04/2022 09:38:35 AM,Citizen Advocates Inc. dba North Star Industries,097099,Citizen Advocates Inc. dba North Star Indust,40410,Citizen Advocates Inc. dba North Star Indust,7533,Crisis Intervention,020,Children Adolescents Adults,(518)483-1251,(518)483-3261x2306,31 Sixth Street,,Malone,NY,12853,N,,,Franklin,Central New York,Crisis  Intervention,Emergency,Crisis,POINT (-74.290354 44.860762)
05/04/2022 09:38:35 AM,Garnet Health,012099,Garnet Health Medical Center,81320,Garnet Health Medical Center,7200,Crisis Intervention,001,Adults,(845)333-1000,(845)333-1000x1621,707 East Main Street,,Middletown,NY,10940,N,,,Orange,Hudson River,Crisis  Intervention,Emergency,Crisis,POINT (-74.369415 41.439962)
05/04/2022 09:38:35 AM,Lakeside House Inc.,244099,Lakeside House Inc.,12210,Lakeside House Inc.,7019,Lakeside House,430,Adults,(518)891-0815,Not Available,,,,NY,,Y,,36,Franklin,Central New York,Congregate/Treatment,Residential,Treatment Program,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,Jewish Board of Family and Children's Services Inc.,224099,Jewish Board of Family & Children's Services,21290,Jewish Board of Family & Children's Services,6709,JBFCS - HH NonMed CM,031,Adults,(212)582-9100,(718)931-4045,55 Westchester Square,,Bronx,NY,10461,N,,,Bronx,New York City,Health Home Non-Medicaid Care Management,Support,Care Coordination,POINT (-73.8433 40.841559)
05/04/2022 09:38:35 AM,Mount Sinai Hospitals Group Inc.,287099,St. Luke's-Roosevelt Hospital Center dba MSM,87090,St. Luke's-Roosevelt Hospital Center dba MSM,6520,Health Home C&Y Non Medicaid Care Management,010,Children Adolescents,(212)523-4000,(212)523-9476,1090 Amsterdam Avenue,,New York,NY,10025,N,,,New York,New York City,Health Home Non-Medicaid Care Management,Support,Care Coordination,POINT (-73.962301 40.805108)
05/04/2022 09:38:35 AM,Upstate Cerebral Palsy Inc.,478099,Upstate Cerebral Palsy Inc.,40640,Upstate Cerebral Palsy Inc.,6282,UCP Supp Housing/PC Long Stay SH Herkimer Cty - Comm. Svcs,633,Adults,(315)724-6907,Not Available,,,,NY,,N,,,Herkimer,Central New York,Supportive Housing,Residential,Unlicensed Housing,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,Postgraduate Center for Mental Health Inc.,347099,Postgraduate Center for Mental Health Inc.,18270,Postgraduate Center for Mental Health Inc.,6728,Postgraduate SH/Brooklyn MRT Supp Hsing - Comm Svcs,649,Adults,(212)889-5500,Not Available,,,,NY,,N,,,Kings,New York City,Supportive Housing,Residential,Unlicensed Housing,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,Mercy Haven Inc.,330099,Mercy Haven Inc.,16450,Mercy Haven Inc.,8096,West Bay Shore Community Residence,432,Adults,(631)277-8300,Not Available,,,,NY,,Y,,36,Suffolk,Long Island,Congregate/Treatment,Residential,Treatment Program,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,Transitional Services for New York Inc.,463099,Transitional Services for New York Inc.,23680,Transitional Services for New York Inc.,6841,The Delson,022,Adults,(718)746-6647x11,Not Available,,,,NY,,N,,,Queens,New York City,Supportive Single Room Occupancy (SP-SRO),Residential,Unlicensed Housing,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,Rochester Regional Health,362099,Rochester General Hospital,85320,Rochester General Hospital,7193,RGH Psychiatric Inpatient Unit,020,Adults,(585)922-1107,(585)922-3880,1425 Portland Avenue,,Rochester,NY,14621-3095,Y,,36,Monroe,Western New York,Inpatient Psychiatric Unit of a General Hospital,Inpatient,Inpatient Psychiatric Unit of a General Hospital,POINT (-77.584428 43.192588)
05/04/2022 09:38:35 AM,WellLife Network Inc.,344099,WellLife Network Inc.,21920,WellLife Network Inc.,7401,WellLife Long Island - HH CM,050,Adults,(718)559-0516,(631)920-8314,11 Route 111,,Smithtown,NY,11787,N,,,Suffolk,Long Island,Health Home Care Management,Support,Care Coordination,POINT (-73.187473 40.855326)
05/04/2022 09:38:35 AM,Supportive Services for Children Inc.,001344,Supportive Services for Children Inc.,49380,Supportive Services for Children Inc.,8369,Supportive Services For Children Inc.,004,Children Adolescents,(347)238-1435,(347)238-1435,148-13 Hillside Ave,,Briarwood,NY,11435-3330,N,,,Queens,New York City,CFTSS: Family Peer Support Services (FPSS),Support,General Support,POINT (-73.808452 40.706154)
05/04/2022 09:38:35 AM,New View Alliance Inc.,351099,New Directions Youth & Family Services Inc.,11110,New Directions Youth & Family Services Inc.,8649,Community Psychiatric Supports and Treatment,022,Children Adolescents,(716)358-3636,(716)433-4487,6395 Old Niagara Rd,,Lockport,NY,14094,N,,,Niagara,Western New York,CFTSS: Community Psychiatric Support and Treatment (CPST),Support,General Support,POINT (-78.679576 43.18956)
05/04/2022 09:38:35 AM,NYS ARC Chautauqua County Chapter aka The Resource Center,088099,NYS ARC Chautauqua County Chapter aka The Res,40560,NYS ARC Chautauqua County Chapter aka The Res,6069,Adult HCBS- Family Support and Training,015,Adults,(716)661-1412,(716)485-2636,880 East Second Street,,Jamestown,NY,14701,N,,,Chautauqua,Western New York,CORE Family Support and Training (FST),Support,Adult BH HCBS Services/CORE Services,POINT (-79.225269 42.104919)
05/04/2022 09:38:35 AM,Mental Health America of Dutchess County Inc.,773099,Mental Health America of Dutchess County Inc,14020,Mental Health America of Dutchess County Inc,7212,MHA Dutchess Cty - HH CM,028,Adults,(845)473-2500,(845)452-1799x3111,253 Mansion Street,Suite 101,Poughkeepsie,NY,12601,N,,,Dutchess,Hudson River,Health Home Care Management,Support,Care Coordination,POINT (-73.917049 41.705627)
05/04/2022 09:38:35 AM,Hamilton County Community Services,675099,Hamilton County Community Services,70090,Hamilton County Community Services,9006,Hamilton Cty Supp Housing/Transformation SH - Comm Svcs,632,Adults,(518)648-5355,Not Available,,,,NY,,N,,,Hamilton,Central New York,Supportive Housing,Residential,Unlicensed Housing,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,Community Access Inc.,109099,Community Access Inc.,18800,Community Access Inc.,7422,Ongoing Integrated Supported Employment Services,009,Adults,(212)780-1400,(212)865-0775,2090 Adam Clayton Powell Blvd,,New York,NY,10027,N,,,New York,New York City,Ongoing Integrated Supported Employment Services,Support,Vocational,POINT (-73.948659 40.808658)
05/04/2022 09:38:35 AM,HeartShare Human Services of New York Roman Catholic Diocese of Brooklyn,000758,St. Vincent's Services Inc. dba HeartShare S,22300,St. Vincent's Services Inc. dba HeartShare S,6739,St. Vincent's Laurelton Community Residence,002,Adolescents,(718)422-3700x2407,Not Available,,,,NY,,Y,,36,Queens,New York City,Children & Youth Community Residence,Residential,Treatment Program,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,Julia Dyckman Andrus Memorial Inc.,783099,Julia Dyckman Andrus Memorial Inc.,10190,Julia Dyckman Andrus Memorial Inc.,7257,The MH Div./Julia Dyckman Andrus Memorial Peekskill Clinic,004,Children Adolescents Adults,(914)965-3700,(914)736-3371,50 Dayton Lane,,Peekskill,NY,10566-2580,Y,,36,Westchester,Hudson River,Clinic Treatment,Outpatient,Clinic Treatment,POINT (-73.895876 41.294414)
05/04/2022 09:38:35 AM,Mental Health Association in Ulster County,297099,Mental Health Association in Ulster County,40160,Mental Health Association in Ulster County,7250,C&Y Family Support Services Program,502,Children Adolescents,(845)336-4747,(845)336-4747,221 Tuytenbridge Rd.,,Lake Katrine,NY,12449,N,,,Ulster,Hudson River,Advocacy/Support Services,Support,Self-Help,POINT (-73.983755 41.984971)
05/04/2022 09:38:35 AM,Albany County Department of Mental Health,008099,Albany County Department of Mental Health,70520,Albany County Department of Mental Health,6901,Albany County DMH - HH NonMed CM,017,Adults,(518)447-4537,(518)447-4537,175 Green Street,,Albany,NY,12202,N,,,Albany,Hudson River,Health Home Non-Medicaid Care Management,Support,Care Coordination,POINT (-73.754312 42.642015)
05/04/2022 09:38:35 AM,Community Access Inc.,109099,Community Access Inc.,18800,Community Access Inc.,7422,Comm Access NYC DMH - Dekalb SRO,005,Adults,(212)780-1400,Not Available,,,,NY,,N,,,Kings,New York City,Supportive Single Room Occupancy (SP-SRO),Residential,Unlicensed Housing,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,Niagara County Department of Mental Health,311099,Niagara County Department of Mental Health,70150,Niagara County Department of Mental Health,6875,Hospital Diversion Engagement Team,009,Adults,(716)439-7410,(716)304-6611,1001 11th Street,,Niagara Falls,NY,14301,N,,,Niagara,Western New York,Crisis  Intervention,Emergency,Crisis,POINT (-79.05045 43.09942)
05/04/2022 09:38:35 AM,Options for Community Living Inc.,334099,Options for Community Living Inc.,16310,Options for Community Living Inc.,7567,Options CR #9 - Oakdale,438,Adults,(631)361-9020,Not Available,,,,NY,,Y,,36,Suffolk,Long Island,Congregate/Treatment,Residential,Treatment Program,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,Family Service League Inc.,149099,Family Service League Inc.,50440,Family Service League Inc.,7171,Family Services League Huntington Clinic,059,Children Adolescents Adults,(631)427-3700,(631)427-3700,55 Horizon Drive,,Huntington,NY,11743-4436,Y,,36,Suffolk,Long Island,Clinic Treatment,Outpatient,Clinic Treatment,POINT (-73.421788 40.858089)
05/04/2022 09:38:35 AM,Behavioral Health Services North Inc.,318099,Behavioral Health Services North Inc.,12050,Behavioral Health Services North Inc.,6253,Behavioral Health Services North Clinic,110,Children Adolescents Adults,(518)563-8206,(518)563-8000,2155 State Route 22b,,Morrisonville,NY,12962-3417,Y,,36,Clinton,Central New York,Clinic Treatment,Outpatient,Clinic Treatment,POINT (-73.534784 44.696141)
05/04/2022 09:38:35 AM,Union Settlement Association Inc.,218099,Union Settlement Association Inc.,18190,Union Settlement Association Inc.,6707,Union Settlement,007,Children Adolescents,(212)828-6000,(212)828-6171,237 E 104th St,,New York,NY,10029,N,,,New York,New York City,CFTSS: Community Psychiatric Support and Treatment (CPST),Support,General Support,POINT (-73.944497 40.789779)
05/04/2022 09:38:35 AM,New View Alliance Inc.,351099,Gateway-Longview Inc.,11700,Gateway-Longview Inc.,7850,Health Home Care Management,014,Children Adolescents,(716)783-3100,(716)783-3483,10 Symphony Circle,,Buffalo,NY,14201,N,,,Erie,Western New York,Health Home Care Management,Support,Care Coordination,POINT (-78.881614 42.902986)
05/04/2022 09:38:35 AM,The Bridge Inc.,046099,The Bridge Inc.,18130,The Bridge Inc.,6142,Bridge Gardens,020,Adults,(212)663-3000,Not Available,,,,NY,,N,,,Bronx,New York City,Supportive Single Room Occupancy (SP-SRO),Residential,Unlicensed Housing,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,Rehabilitation Support Services Inc.,397099,Rehabilitation Support Services Inc.,14370,Rehabilitation Support Services Inc.,7144,RSS - Supported Housing/Albany - Homeless,654,Adults,(518)464-1511,Not Available,,,,NY,,N,,,Albany,Hudson River,Supportive Housing,Residential,Unlicensed Housing,POINT (-75.59655 42.921241)
